0.30 0.48 0.50 0.53 0.00
0.00 0.00 0.50 0.37 0.00
0.44 0.60 0.48 0.58 0.00
0.06 0.15 0.50 0.45 0.00
0.42 0.59 0.38 0.64 0.00
0.02 0.04 0.50 0.37 0.00
0.80 0.88 0.50 0.58 0.00
0.21 0.37 0.42 0.59 0.00
0.46 0.64 0.77 0.67 0.00
0.32 0.50 0.67 0.75 0.00
0.59 0.73 0.50 0.57 0.00
0.84 0.93 0.77 0.69 0.00
0.01 0.02 0.50 0.37 0.00
0.26 0.43 0.50 0.53 0.00
0.01 0.02 0.50 0.37 0.00
0.12 0.25 0.50 0.50 0.00
0.05 0.13 0.50 0.45 0.00
0.49 0.65 0.50 0.55 0.00
0.24 0.40 0.50 0.53 0.00
0.41 0.58 0.72 0.71 0.00
0.06 0.15 0.50 0.45 0.00
0.05 0.13 0.50 0.45 0.00
0.18 0.32 0.50 0.51 0.00
0.02 0.04 0.50 0.37 0.00
0.01 0.02 0.50 0.37 0.00
0.33 0.50 0.50 0.54 0.00
0.73 0.83 0.50 0.57 0.00
0.35 0.52 0.50 0.54 0.00
0.06 0.15 0.50 0.45 0.00
0.28 0.45 0.50 0.53 0.00
0.35 0.52 0.50 0.54 0.00
0.32 0.49 0.61 0.62 0.00
0.68 0.79 0.45 0.61 0.00
0.33 0.50 0.50 0.54 0.00
0.56 0.70 0.50 0.56 0.00
0.33 0.50 0.50 0.54 0.00
0.26 0.43 0.50 0.53 0.00
0.05 0.13 0.50 0.45 0.00
0.68 0.81 0.76 0.69 0.00
0.28 0.45 0.50 0.53 0.00
0.33 0.50 0.50 0.54 0.00
0.74 0.85 0.27 0.69 0.00
0.05 0.13 0.50 0.45 0.00
0.16 0.30 0.50 0.50 0.00
0.19 0.35 0.50 0.51 0.00
0.22 0.38 0.50 0.52 0.00
0.05 0.13 0.50 0.45 0.00
0.22 0.38 0.50 0.52 0.00
0.03 0.07 0.50 0.41 0.00
0.77 0.88 0.81 0.75 0.00
0.44 0.60 0.52 0.58 0.00
0.78 0.86 0.41 0.65 0.00
0.76 0.89 0.17 0.69 0.00
0.62 0.75 0.50 0.57 0.00
0.02 0.04 0.50 0.37 0.00
0.12 0.25 0.50 0.50 0.00
0.18 0.32 0.50 0.51 0.00
0.76 0.86 0.50 0.57 0.00
0.84 0.91 0.50 0.57 0.00
0.12 0.25 0.50 0.50 0.00
0.16 0.30 0.50 0.50 0.00
0.29 0.45 0.50 0.68 0.00
0.14 0.27 0.50 0.49 0.00
0.22 0.38 0.50 0.52 0.00
0.05 0.13 0.50 0.45 0.00
0.58 0.74 0.22 0.69 0.00
0.65 0.76 0.55 0.61 0.00
0.42 0.60 0.83 0.67 0.00
0.09 0.20 0.50 0.47 0.00
0.01 0.02 0.50 0.37 0.00
0.04 0.09 0.50 0.43 0.00
0.55 0.69 0.55 0.61 0.00
0.35 0.51 0.59 0.61 0.00
0.65 0.78 0.75 0.68 0.00
0.05 0.13 0.50 0.45 0.00
0.00 0.00 0.50 0.37 0.00
0.16 0.30 0.50 0.50 0.00
0.47 0.63 0.50 0.56 0.00
0.14 0.27 0.50 0.49 0.00
0.54 0.71 0.86 0.68 0.00
0.19 0.35 0.50 0.51 0.00
0.56 0.71 0.39 0.76 0.00
0.02 0.04 0.50 0.37 0.00
0.19 0.34 0.55 0.56 0.00
0.22 0.37 0.52 0.55 0.00
0.03 0.07 0.50 0.41 0.00
0.58 0.76 0.38 0.78 0.00
0.32 0.49 0.31 0.65 0.00
0.26 0.43 0.50 0.53 0.00
0.04 0.09 0.50 0.43 0.00
0.28 0.44 0.43 0.59 0.00
0.31 0.48 0.64 0.63 0.00
0.22 0.38 0.50 0.52 0.00
0.53 0.68 0.63 0.64 0.00
0.37 0.54 0.42 0.61 0.00
0.03 0.07 0.50 0.41 0.00
0.08 0.18 0.50 0.46 0.00
0.78 0.88 0.76 0.69 0.00
0.28 0.44 0.45 0.58 0.00
0.08 0.18 0.50 0.46 0.00
0.49 0.67 0.85 0.68 0.00
0.24 0.40 0.50 0.53 0.00
0.32 0.49 0.35 0.69 0.00
0.11 0.22 0.50 0.48 0.00
0.38 0.55 0.50 0.55 0.00
0.65 0.81 0.31 0.78 0.00
0.16 0.30 0.50 0.50 0.00
0.65 0.76 0.55 0.61 0.00
0.14 0.27 0.50 0.49 0.00
0.56 0.70 0.50 0.56 0.00
0.78 0.86 0.41 0.65 0.00
0.44 0.62 0.74 0.75 0.00
0.80 0.88 0.50 0.58 0.00
0.49 0.65 0.50 0.55 0.00
0.24 0.40 0.50 0.53 0.00
0.28 0.44 0.57 0.59 0.00
0.11 0.22 0.50 0.48 0.00
0.18 0.32 0.50 0.51 0.00
0.16 0.30 0.50 0.50 0.00
0.26 0.43 0.50 0.53 0.00
0.24 0.40 0.50 0.53 0.00
0.04 0.09 0.50 0.43 0.00
0.01 0.02 0.50 0.37 0.00
0.88 0.93 0.50 0.58 0.00
0.14 0.27 0.50 0.49 0.00
0.44 0.61 0.28 0.67 0.00
0.56 0.73 0.67 0.78 0.00
0.72 0.86 0.84 0.76 0.00
0.22 0.38 0.50 0.52 0.00
0.67 0.80 0.57 0.78 0.00
0.18 0.32 0.50 0.51 0.00
0.67 0.80 0.55 0.78 0.00
0.05 0.13 0.50 0.45 0.00
0.05 0.13 0.50 0.45 0.00
0.02 0.04 0.50 0.37 0.00
0.46 0.62 0.66 0.65 0.00
0.02 0.04 0.50 0.37 0.00
0.14 0.27 0.50 0.49 0.00
0.62 0.77 0.81 0.69 0.00
0.01 0.02 0.50 0.37 0.00
0.06 0.15 0.50 0.45 0.00
0.26 0.43 0.50 0.53 0.00
0.06 0.15 0.50 0.45 0.00
0.20 0.36 0.34 0.62 0.00
0.14 0.27 0.50 0.49 0.00
0.66 0.77 0.51 0.58 0.00
0.88 0.93 0.50 0.58 0.00
0.76 0.86 0.50 0.57 0.00
0.56 0.70 0.50 0.56 0.00
0.19 0.35 0.50 0.51 0.00
0.06 0.15 0.50 0.45 0.00
0.03 0.07 0.50 0.41 0.00
0.18 0.32 0.50 0.51 0.00
0.44 0.61 0.50 0.55 0.00
0.09 0.20 0.50 0.47 0.00
0.20 0.36 0.67 0.62 0.00
0.03 0.07 0.50 0.41 0.00
0.06 0.15 0.50 0.45 0.00
0.33 0.51 0.41 0.73 0.00
0.33 0.50 0.50 0.54 0.00
0.14 0.27 0.50 0.49 0.00
0.49 0.65 0.50 0.55 0.00
0.11 0.22 0.50 0.48 0.00
0.11 0.22 0.50 0.48 0.00
0.16 0.30 0.50 0.50 0.00
0.28 0.45 0.50 0.53 0.00
0.64 0.77 0.69 0.67 0.00
0.33 0.49 0.57 0.69 0.00
0.70 0.81 0.59 0.64 0.00
0.38 0.55 0.67 0.65 0.00
0.41 0.61 0.46 0.77 0.00
0.30 0.48 0.50 0.53 0.00
0.48 0.65 0.70 0.66 0.00
0.75 0.85 0.53 0.75 0.00
0.54 0.68 0.40 0.64 0.00
0.19 0.35 0.50 0.51 0.00
0.26 0.43 0.50 0.53 0.00
0.29 0.47 0.75 0.65 0.00
0.58 0.72 0.55 0.65 0.00
0.56 0.70 0.50 0.56 0.00
0.66 0.77 0.51 0.58 0.00
0.49 0.65 0.50 0.55 0.00
0.46 0.65 0.58 0.77 0.00
0.05 0.13 0.50 0.45 0.00
0.18 0.32 0.50 0.51 0.00
0.06 0.15 0.50 0.45 0.00
0.08 0.18 0.50 0.46 0.00
0.08 0.18 0.50 0.46 0.00
0.22 0.38 0.50 0.52 0.00
0.26 0.43 0.50 0.53 0.00
0.47 0.64 0.29 0.67 0.00
0.03 0.13 0.50 0.09 1.00
0.11 0.25 0.50 0.98 1.00
0.05 0.15 0.50 0.36 1.00
0.02 0.08 0.50 0.61 1.00
0.11 0.29 0.47 0.10 1.00
0.02 0.05 0.50 0.91 1.00
0.08 0.20 0.47 0.03 1.00
0.07 0.18 0.28 0.18 1.00
0.18 0.36 0.50 1.00 1.00
0.12 0.27 0.50 0.98 1.00
0.18 0.39 0.47 0.49 1.00
0.02 0.07 0.50 0.91 1.00
0.04 0.11 0.50 0.94 1.00
0.16 0.33 0.50 0.99 1.00
0.13 0.28 0.50 0.99 1.00
0.06 0.16 0.24 0.19 1.00
0.13 0.29 0.50 0.87 1.00
0.07 0.18 0.50 0.96 1.00
0.15 0.31 0.50 0.99 1.00
0.08 0.21 0.50 0.97 1.00
0.03 0.10 0.50 0.93 1.00
0.01 0.07 0.50 0.57 1.00
0.07 0.18 0.50 0.96 1.00
0.12 0.27 0.50 0.98 1.00
0.11 0.28 0.35 0.30 1.00
0.15 0.31 0.50 0.99 1.00
0.03 0.10 0.45 0.56 1.00
0.18 0.36 0.50 1.00 1.00
0.04 0.11 0.50 0.94 1.00
0.07 0.23 0.50 0.29 1.00
0.02 0.07 0.50 0.91 1.00
0.13 0.28 0.50 0.99 1.00
0.04 0.11 0.50 0.94 1.00
0.18 0.36 0.50 1.00 1.00
0.12 0.29 0.50 0.67 1.00
0.10 0.24 0.50 0.98 1.00
0.06 0.17 0.50 0.70 1.00
0.08 0.22 0.50 0.37 1.00
0.06 0.16 0.50 0.95 1.00
0.03 0.10 0.50 0.93 1.00
0.03 0.10 0.46 0.03 1.00
0.08 0.24 0.50 0.07 1.00
0.12 0.29 0.50 0.68 1.00
0.02 0.07 0.50 0.91 1.00
0.17 0.38 0.52 0.35 1.00
0.04 0.11 0.50 0.94 1.00
0.16 0.35 0.50 0.71 1.00
0.05 0.13 0.50 0.94 1.00
0.03 0.10 0.50 0.03 1.00
0.18 0.37 0.50 0.81 1.00
0.11 0.25 0.50 0.98 1.00
0.14 0.32 0.47 0.50 1.00
0.02 0.07 0.50 0.91 1.00
0.08 0.22 0.50 0.05 1.00
0.10 0.27 0.50 0.21 1.00
0.13 0.31 0.14 0.21 1.00
0.04 0.11 0.50 0.94 1.00
0.05 0.13 0.50 0.94 1.00
0.16 0.33 0.50 0.99 1.00
0.12 0.27 0.50 0.98 1.00
0.12 0.27 0.50 0.98 1.00
0.15 0.31 0.50 0.99 1.00
0.13 0.33 0.53 0.19 1.00
0.15 0.35 0.52 0.08 1.00
0.02 0.05 0.50 0.91 1.00
0.05 0.16 0.54 0.16 1.00
0.13 0.28 0.50 0.99 1.00
0.04 0.15 0.54 0.08 1.00
0.12 0.27 0.50 0.98 1.00
0.04 0.11 0.50 0.94 1.00
0.07 0.22 0.50 0.44 1.00
0.05 0.13 0.50 0.94 1.00
0.03 0.10 0.50 0.03 1.00
0.16 0.33 0.50 0.99 1.00
0.04 0.11 0.50 0.94 1.00
0.09 0.26 0.50 0.32 1.00
0.05 0.15 0.53 0.04 1.00
0.05 0.13 0.50 0.94 1.00
0.08 0.23 0.47 0.05 1.00
0.10 0.24 0.50 0.98 1.00
0.08 0.24 0.50 0.38 1.00
0.09 0.23 0.21 0.22 1.00
0.01 0.06 0.50 0.72 1.00
0.18 0.40 0.52 0.04 1.00
0.18 0.36 0.50 1.00 1.00
0.07 0.19 0.50 0.96 1.00
0.02 0.07 0.50 0.91 1.00
0.13 0.31 0.50 0.07 1.00
0.04 0.12 0.46 0.02 1.00
0.11 0.25 0.50 0.98 1.00
0.10 0.24 0.50 0.98 1.00
0.11 0.28 0.22 0.58 1.00
0.16 0.33 0.50 0.89 1.00
0.02 0.09 0.45 0.32 1.00
0.02 0.07 0.50 0.91 1.00
0.13 0.28 0.50 0.99 1.00
0.11 0.25 0.50 0.98 1.00
0.11 0.25 0.50 0.98 1.00
0.18 0.40 0.50 0.39 1.00
0.18 0.36 0.50 1.00 1.00
0.13 0.32 0.47 0.42 1.00
0.10 0.24 0.50 0.98 1.00
0.14 0.33 0.50 0.34 1.00
0.12 0.29 0.34 0.18 1.00
0.02 0.05 0.50 0.91 1.00
0.18 0.37 0.50 0.04 1.00
0.01 0.06 0.50 0.58 1.00
0.08 0.22 0.20 0.21 1.00
0.14 0.34 0.47 0.37 1.00
0.06 0.16 0.50 0.95 1.00
0.07 0.19 0.50 0.96 1.00
0.14 0.34 0.50 0.14 1.00
0.08 0.19 0.35 0.14 1.00
0.10 0.28 0.03 0.31 1.00
0.12 0.27 0.50 0.98 1.00
0.14 0.30 0.50 0.99 1.00
0.14 0.30 0.50 0.99 1.00
0.03 0.11 0.54 0.12 1.00
0.14 0.32 0.50 0.61 1.00
0.16 0.33 0.50 0.99 1.00
0.12 0.31 0.50 0.15 1.00
0.18 0.36 0.50 1.00 1.00
0.06 0.18 0.23 0.26 1.00
0.10 0.26 0.53 0.52 1.00
0.03 0.11 0.45 0.16 1.00
0.13 0.28 0.27 0.19 1.00
0.06 0.16 0.50 0.02 1.00
0.17 0.38 0.50 0.38 1.00
0.03 0.08 0.50 0.92 1.00
0.15 0.36 0.23 0.29 1.00
0.04 0.11 0.50 0.94 1.00
0.09 0.23 0.47 0.02 1.00
0.13 0.28 0.50 0.99 1.00
0.02 0.05 0.50 0.91 1.00
0.14 0.34 0.50 0.35 1.00
0.10 0.24 0.50 0.98 1.00
0.05 0.15 0.50 0.45 1.00
0.08 0.21 0.50 0.97 1.00
0.02 0.05 0.50 0.91 1.00
0.05 0.14 0.45 0.61 1.00
0.03 0.08 0.50 0.92 1.00
0.05 0.14 0.50 0.94 1.00
0.07 0.21 0.46 0.24 1.00
0.10 0.27 0.50 0.28 1.00
0.07 0.21 0.46 0.48 1.00
0.14 0.34 0.50 0.14 1.00
0.02 0.05 0.50 0.91 1.00
0.13 0.32 0.50 0.17 1.00
0.09 0.23 0.50 0.85 1.00
0.06 0.16 0.50 0.95 1.00
0.15 0.31 0.50 0.99 1.00
0.16 0.33 0.50 0.99 1.00
0.18 0.41 0.50 0.29 1.00
0.08 0.20 0.20 0.20 1.00
0.09 0.22 0.50 0.97 1.00
0.04 0.11 0.50 0.94 1.00
0.10 0.28 0.50 0.16 1.00
0.18 0.36 0.50 1.00 1.00
0.09 0.25 0.50 0.26 1.00
0.18 0.36 0.50 1.00 1.00
0.07 0.20 0.54 0.46 1.00
0.02 0.05 0.50 0.91 1.00
0.07 0.18 0.50 0.96 1.00
0.13 0.32 0.27 0.60 1.00
0.03 0.09 0.50 0.62 1.00
0.15 0.35 0.50 0.24 1.00
0.03 0.09 0.42 0.06 1.00
0.03 0.10 0.45 0.44 1.00
0.17 0.34 0.50 1.00 1.00
0.04 0.14 0.50 0.25 1.00
0.02 0.05 0.24 0.17 1.00
0.07 0.18 0.50 0.96 1.00
0.02 0.07 0.50 0.91 1.00
0.05 0.14 0.50 0.95 1.00
0.07 0.20 0.50 0.83 1.00
0.18 0.36 0.50 1.00 1.00
0.05 0.14 0.50 0.95 1.00
0.05 0.17 0.43 0.15 1.00
0.11 0.29 0.18 0.29 1.00
0.10 0.26 0.53 0.52 1.00
0.03 0.09 0.54 0.03 1.00
0.16 0.35 0.50 0.04 1.00
0.10 0.27 0.50 0.11 1.00
0.14 0.33 0.50 0.13 1.00
0.04 0.14 0.39 0.09 1.00
0.07 0.18 0.50 0.96 1.00
0.16 0.33 0.50 0.99 1.00
0.07 0.20 0.46 0.05 1.00
0.15 0.31 0.50 0.99 1.00
0.03 0.10 0.46 0.00 1.00
0.02 0.09 0.45 0.07 1.00
0.03 0.08 0.50 0.92 1.00
0.12 0.27 0.50 0.98 1.00
0.02 0.09 0.50 0.26 1.00
0.12 0.27 0.50 0.98 1.00
0.09 0.21 0.50 0.04 1.00
0.05 0.13 0.50 0.94 1.00
0.18 0.36 0.50 1.00 1.00
0.05 0.16 0.50 0.07 1.00
0.05 0.14 0.50 0.95 1.00
0.17 0.36 0.47 0.68 1.00
0.05 0.13 0.50 0.94 1.00
0.04 0.11 0.50 0.94 1.00
0.11 0.26 0.44 0.08 1.00
0.03 0.10 0.50 0.93 1.00
0.07 0.20 0.46 0.30 1.00
0.13 0.28 0.50 0.99 1.00
0.08 0.23 0.50 0.08 1.00
0.09 0.26 0.53 0.12 1.00
0.09 0.22 0.35 0.14 1.00
0.17 0.34 0.50 1.00 1.00
0.05 0.16 0.53 0.04 1.00
0.12 0.29 0.50 0.05 1.00
0.12 0.27 0.50 0.98 1.00
0.09 0.22 0.50 0.97 1.00
0.02 0.08 0.50 0.61 1.00
0.06 0.16 0.50 0.95 1.00
0.03 0.10 0.50 0.49 1.00
0.03 0.08 0.50 0.92 1.00
0.08 0.22 0.54 0.68 1.00
0.08 0.21 0.50 0.97 1.00
0.02 0.05 0.50 0.91 1.00
0.05 0.15 0.50 0.04 1.00
0.16 0.33 0.50 0.99 1.00
0.07 0.18 0.50 0.96 1.00
0.07 0.18 0.50 0.96 1.00
0.04 0.11 0.50 0.94 1.00
0.05 0.15 0.46 0.01 1.00
0.13 0.32 0.53 0.29 1.00
0.06 0.17 0.50 0.59 1.00
0.03 0.10 0.50 0.07 1.00
0.17 0.34 0.50 1.00 1.00
0.14 0.30 0.50 0.99 1.00
0.09 0.22 0.50 0.97 1.00
0.17 0.36 0.47 0.04 1.00
0.07 0.18 0.50 0.96 1.00
0.12 0.31 0.50 0.10 1.00
0.15 0.36 0.50 0.20 1.00
0.06 0.19 0.54 0.36 1.00
0.14 0.30 0.50 0.99 1.00
0.17 0.34 0.50 1.00 1.00
0.04 0.11 0.50 0.94 1.00
0.01 0.07 0.50 0.32 1.00
0.07 0.20 0.33 0.27 1.00
0.09 0.22 0.50 0.97 1.00
0.10 0.24 0.50 0.98 1.00
0.14 0.30 0.50 0.99 1.00
0.03 0.11 0.50 0.06 1.00
0.17 0.38 0.50 0.38 1.00
0.07 0.21 0.50 0.26 1.00
0.16 0.33 0.50 0.99 1.00
0.15 0.36 0.50 0.06 1.00
0.11 0.27 0.50 0.04 1.00
0.02 0.07 0.50 0.91 1.00
0.07 0.19 0.50 0.96 1.00
0.07 0.19 0.50 0.03 1.00
0.15 0.31 0.50 0.99 1.00
0.13 0.28 0.50 0.99 1.00
0.17 0.34 0.50 1.00 1.00
0.10 0.27 0.00 0.16 1.00
0.05 0.13 0.50 0.94 1.00
0.05 0.16 0.46 0.40 1.00
0.17 0.37 0.50 0.06 1.00
0.18 0.36 0.50 1.00 1.00
0.14 0.33 0.50 0.40 1.00
0.12 0.29 0.50 0.05 1.00
0.09 0.22 0.50 0.97 1.00
0.14 0.30 0.50 0.99 1.00
0.13 0.28 0.50 0.99 1.00
0.06 0.16 0.50 0.95 1.00
0.02 0.07 0.50 0.91 1.00
0.15 0.33 0.45 0.06 1.00
0.10 0.27 0.53 0.13 1.00
0.04 0.10 0.17 0.19 1.00
0.05 0.13 0.50 0.94 1.00
0.04 0.11 0.50 0.94 1.00
0.14 0.30 0.50 0.99 1.00
0.16 0.33 0.47 0.02 1.00
0.05 0.13 0.50 0.94 1.00
0.06 0.17 0.24 0.17 1.00
0.07 0.20 0.50 0.08 1.00
0.16 0.38 0.47 0.18 1.00
0.05 0.15 0.50 0.36 1.00
0.07 0.19 0.50 0.96 1.00
0.05 0.17 0.50 0.38 1.00
0.14 0.30 0.50 0.99 1.00
0.12 0.27 0.50 0.06 1.00
0.12 0.28 0.50 0.68 1.00
0.05 0.13 0.50 0.94 1.00
0.06 0.16 0.50 0.95 1.00
0.06 0.18 0.50 0.07 1.00
0.18 0.36 0.50 1.00 1.00
0.12 0.27 0.50 0.98 1.00
0.18 0.36 0.50 1.00 1.00
0.04 0.11 0.50 0.94 1.00
0.06 0.16 0.50 0.95 1.00
0.10 0.24 0.50 0.98 1.00
0.08 0.23 0.25 0.34 1.00
0.10 0.26 0.50 0.41 1.00
0.05 0.14 0.50 0.95 1.00
0.14 0.30 0.50 0.01 1.00
0.13 0.32 0.50 0.32 1.00
0.11 0.25 0.50 0.98 1.00
0.08 0.21 0.50 0.97 1.00
0.09 0.26 0.01 0.15 1.00
0.13 0.32 0.28 0.37 1.00
0.03 0.08 0.50 0.92 1.00
0.05 0.14 0.50 0.95 1.00
0.11 0.29 0.47 0.10 1.00
0.06 0.19 0.50 0.06 1.00
0.03 0.10 0.50 0.93 1.00
0.10 0.24 0.50 0.02 1.00
0.12 0.27 0.26 0.18 1.00
0.14 0.32 0.42 0.19 1.00
0.02 0.07 0.50 0.91 1.00
0.11 0.28 0.50 0.49 1.00
0.03 0.08 0.50 0.92 1.00
0.06 0.16 0.50 0.95 1.00
0.09 0.25 0.50 0.47 1.00
0.18 0.36 0.50 1.00 1.00
0.03 0.08 0.50 0.92 1.00
0.05 0.14 0.50 0.95 1.00
0.03 0.11 0.54 0.03 1.00
0.07 0.20 0.50 0.27 1.00
0.02 0.07 0.50 0.91 1.00
0.07 0.20 0.54 0.67 1.00
0.17 0.34 0.50 1.00 1.00
0.17 0.38 0.50 0.38 1.00
0.07 0.22 0.50 0.52 1.00
0.10 0.24 0.50 0.98 1.00
0.02 0.09 0.50 0.03 1.00
0.18 0.38 0.53 0.69 1.00
0.13 0.28 0.50 0.99 1.00
0.18 0.39 0.50 0.11 1.00
0.15 0.31 0.30 0.16 1.00
0.16 0.35 0.52 0.06 1.00
0.12 0.27 0.50 0.98 1.00
0.15 0.31 0.50 0.99 1.00
0.10 0.24 0.50 0.98 1.00
0.05 0.14 0.50 0.95 1.00
0.14 0.34 0.52 0.11 1.00
0.16 0.34 0.50 0.72 1.00
0.03 0.13 0.54 0.19 1.00
0.06 0.17 0.54 0.64 1.00
0.09 0.25 0.50 0.09 1.00
0.06 0.19 0.50 0.25 1.00
0.06 0.16 0.50 0.95 1.00
0.02 0.05 0.50 0.91 1.00
0.05 0.13 0.50 0.94 1.00
